frame,time_sec,normal_count_conf035,lowconf_hint_count_conf010,expected_count,raw_image,start_label,normal_review_overlay,lowconf_hint_overlay,action
2700,108.0,19,20,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f002700_c19_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f002700_c19_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f002700_c19_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f002700_c19_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
2850,114.0,19,22,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f002850_c19_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f002850_c19_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f002850_c19_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f002850_c19_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
2925,117.0,22,26,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f002925_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f002925_c22_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f002925_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f002925_c22_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
3075,123.0,21,25,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f003075_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f003075_c21_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f003075_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f003075_c21_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
3150,126.0,21,23,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f003150_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f003150_c21_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f003150_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f003150_c21_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
3225,129.0,21,23,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f003225_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f003225_c21_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f003225_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f003225_c21_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
3300,132.0,21,25,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f003300_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f003300_c21_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f003300_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f003300_c21_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
3375,135.0,21,24,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f003375_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f003375_c21_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f003375_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f003375_c21_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
3450,138.0,20,25,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f003450_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f003450_c20_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f003450_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f003450_c20_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
3525,141.0,21,25,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f003525_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f003525_c21_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f003525_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f003525_c21_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
3600,144.0,20,24,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f003600_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f003600_c20_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f003600_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f003600_c20_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
3750,150.0,22,27,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f003750_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f003750_c22_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f003750_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f003750_c22_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
3825,153.0,21,26,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f003825_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f003825_c21_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f003825_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f003825_c21_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
4125,165.0,22,25,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f004125_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f004125_c22_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f004125_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f004125_c22_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
4200,168.0,21,25,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f004200_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f004200_c21_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f004200_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f004200_c21_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
4275,171.0,21,25,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f004275_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f004275_c21_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f004275_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f004275_c21_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
4425,177.0,21,26,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f004425_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f004425_c21_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f004425_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f004425_c21_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
4575,183.0,20,24,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f004575_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f004575_c20_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f004575_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f004575_c20_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
4650,186.0,21,24,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f004650_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f004650_c21_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f004650_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f004650_c21_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
4725,189.0,21,24,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f004725_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f004725_c21_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f004725_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f004725_c21_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
4800,192.0,21,22,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f004800_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f004800_c21_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f004800_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f004800_c21_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
4875,195.0,22,23,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f004875_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f004875_c22_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f004875_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f004875_c22_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
4950,198.0,22,23,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f004950_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f004950_c22_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f004950_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f004950_c22_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
5025,201.0,21,21,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f005025_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f005025_c21_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f005025_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f005025_c21_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
5100,204.0,21,23,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f005100_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f005100_c21_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f005100_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f005100_c21_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
5175,207.0,21,23,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f005175_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f005175_c21_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f005175_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f005175_c21_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
5250,210.0,19,24,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f005250_c19_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f005250_c19_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f005250_c19_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f005250_c19_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
5325,213.0,20,22,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f005325_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f005325_c20_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f005325_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f005325_c20_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
5400,216.0,22,23,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f005400_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f005400_c22_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f005400_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f005400_c22_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
5475,219.0,22,27,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f005475_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f005475_c22_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f005475_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f005475_c22_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
5550,222.0,22,26,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f005550_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f005550_c22_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f005550_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f005550_c22_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
5625,225.0,20,24,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f005625_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f005625_c20_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f005625_c20_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f005625_c20_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
5700,228.0,22,25,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f005700_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f005700_c22_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f005700_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f005700_c22_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
5775,231.0,22,24,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f005775_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f005775_c22_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f005775_c22_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f005775_c22_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
5850,234.0,21,25,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f005850_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f005850_c21_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f005850_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f005850_c21_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
5925,237.0,21,23,23,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\images_raw\backcam_crowded_f005925_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\labels_start\backcam_crowded_f005925_c21_expected23.txt,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay\backcam_crowded_f005925_c21_expected23.jpg,C:\Users\prith\Downloads\Lab automation\LabVision-AI\datasets\labos_backcam_people\review_backcam_crowded_23\review_overlay_lowconf_hints\backcam_crowded_f005925_c21_expected23.jpg,"Correct label: add every missing real person; remove false positives; final count should match visible real people, usually 23 for this scene."
