image,label,review_image,status,person_count,min_conf,max_conf
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00577600ms__f014440.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00577600ms__f014440.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00577600ms__f014440.jpg,ok,18,0.5286849141120911,0.8940525650978088
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00579120ms__f014478.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00579120ms__f014478.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00579120ms__f014478.jpg,ok,19,0.4035705327987671,0.8977264165878296
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00580640ms__f014516.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00580640ms__f014516.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00580640ms__f014516.jpg,ok,18,0.4703141450881958,0.9195279479026794
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00582160ms__f014554.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00582160ms__f014554.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00582160ms__f014554.jpg,ok,20,0.3505162298679352,0.9052926301956177
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00583680ms__f014592.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00583680ms__f014592.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00583680ms__f014592.jpg,ok,20,0.45631951093673706,0.8886493444442749
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00585200ms__f014630.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00585200ms__f014630.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00585200ms__f014630.jpg,ok,18,0.44130343198776245,0.8962512612342834
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00586720ms__f014668.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00586720ms__f014668.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00586720ms__f014668.jpg,ok,19,0.5228354334831238,0.8967088460922241
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00588240ms__f014706.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00588240ms__f014706.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00588240ms__f014706.jpg,ok,20,0.4189049303531647,0.904913604259491
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00589760ms__f014744.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00589760ms__f014744.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00589760ms__f014744.jpg,ok,18,0.48809751868247986,0.9095564484596252
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00591280ms__f014782.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00591280ms__f014782.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00591280ms__f014782.jpg,ok,20,0.414783775806427,0.9134448766708374
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00592800ms__f014820.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00592800ms__f014820.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00592800ms__f014820.jpg,ok,19,0.35200902819633484,0.9119992852210999
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00594320ms__f014858.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00594320ms__f014858.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00594320ms__f014858.jpg,ok,19,0.3723814785480499,0.915640652179718
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00595840ms__f014896.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00595840ms__f014896.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00595840ms__f014896.jpg,ok,21,0.40236783027648926,0.9121577143669128
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00597360ms__f014934.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00597360ms__f014934.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00597360ms__f014934.jpg,ok,19,0.44420477747917175,0.9130405187606812
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00598880ms__f014972.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00598880ms__f014972.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00598880ms__f014972.jpg,ok,19,0.577765703201294,0.9146941304206848
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00600400ms__f015010.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00600400ms__f015010.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00600400ms__f015010.jpg,ok,20,0.4434302747249603,0.9104520082473755
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00601920ms__f015048.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00601920ms__f015048.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00601920ms__f015048.jpg,ok,20,0.5207481384277344,0.9130474328994751
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00603440ms__f015086.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00603440ms__f015086.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00603440ms__f015086.jpg,ok,21,0.4314208924770355,0.9116690754890442
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00604960ms__f015124.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00604960ms__f015124.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00604960ms__f015124.jpg,ok,20,0.3597216308116913,0.9137470126152039
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00606480ms__f015162.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00606480ms__f015162.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00606480ms__f015162.jpg,ok,20,0.3906562924385071,0.9133636951446533
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00608000ms__f015200.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00608000ms__f015200.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00608000ms__f015200.jpg,ok,21,0.36260685324668884,0.9144935011863708
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00609520ms__f015238.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00609520ms__f015238.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00609520ms__f015238.jpg,ok,20,0.40356630086898804,0.9094181060791016
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00611040ms__f015276.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00611040ms__f015276.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00611040ms__f015276.jpg,ok,20,0.4066004455089569,0.9094196557998657
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00612560ms__f015314.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00612560ms__f015314.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00612560ms__f015314.jpg,ok,20,0.3617289960384369,0.910038948059082
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00614080ms__f015352.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00614080ms__f015352.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00614080ms__f015352.jpg,ok,19,0.5659863948822021,0.9133903384208679
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00615600ms__f015390.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00615600ms__f015390.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00615600ms__f015390.jpg,ok,19,0.5664456486701965,0.9143009781837463
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00617120ms__f015428.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00617120ms__f015428.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00617120ms__f015428.jpg,ok,20,0.5991464257240295,0.9000653028488159
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00618640ms__f015466.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00618640ms__f015466.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00618640ms__f015466.jpg,ok,21,0.393380731344223,0.9026656150817871
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00620160ms__f015504.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00620160ms__f015504.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00620160ms__f015504.jpg,ok,19,0.4107746481895447,0.9047654271125793
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00621680ms__f015542.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00621680ms__f015542.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00621680ms__f015542.jpg,ok,20,0.5074238181114197,0.9047456383705139
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00623200ms__f015580.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00623200ms__f015580.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00623200ms__f015580.jpg,ok,21,0.4803370535373688,0.9091476202011108
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00624720ms__f015618.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00624720ms__f015618.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00624720ms__f015618.jpg,ok,21,0.4904535710811615,0.9111052751541138
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00626240ms__f015656.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00626240ms__f015656.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00626240ms__f015656.jpg,ok,22,0.6125640869140625,0.8951833248138428
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00627760ms__f015694.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00627760ms__f015694.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00627760ms__f015694.jpg,ok,22,0.3718213140964508,0.8923510909080505
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00629280ms__f015732.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00629280ms__f015732.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00629280ms__f015732.jpg,ok,21,0.4508080780506134,0.8918613791465759
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00630800ms__f015770.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00630800ms__f015770.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00630800ms__f015770.jpg,ok,21,0.5721992254257202,0.9017500877380371
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00632320ms__f015808.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00632320ms__f015808.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00632320ms__f015808.jpg,ok,22,0.5503426790237427,0.8935058116912842
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00633840ms__f015846.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00633840ms__f015846.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00633840ms__f015846.jpg,ok,22,0.44772452116012573,0.9044636487960815
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00635360ms__f015884.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00635360ms__f015884.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00635360ms__f015884.jpg,ok,21,0.43791094422340393,0.8980269432067871
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00636880ms__f015922.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00636880ms__f015922.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00636880ms__f015922.jpg,ok,21,0.5109123587608337,0.8960092663764954
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00638400ms__f015960.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00638400ms__f015960.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00638400ms__f015960.jpg,ok,21,0.48477867245674133,0.8790799379348755
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00639920ms__f015998.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00639920ms__f015998.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00639920ms__f015998.jpg,ok,20,0.5276809334754944,0.8769888281822205
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00641440ms__f016036.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00641440ms__f016036.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00641440ms__f016036.jpg,ok,20,0.3764253258705139,0.8791574239730835
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00642960ms__f016074.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00642960ms__f016074.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00642960ms__f016074.jpg,ok,20,0.4087369441986084,0.8769083619117737
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00644480ms__f016112.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00644480ms__f016112.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00644480ms__f016112.jpg,ok,19,0.5846297144889832,0.9034274816513062
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00646000ms__f016150.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00646000ms__f016150.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00646000ms__f016150.jpg,ok,19,0.516428530216217,0.9100630283355713
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00647520ms__f016188.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00647520ms__f016188.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00647520ms__f016188.jpg,ok,20,0.5371639728546143,0.889778196811676
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00649040ms__f016226.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00649040ms__f016226.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00649040ms__f016226.jpg,ok,19,0.400765061378479,0.8977389335632324
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00650560ms__f016264.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00650560ms__f016264.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00650560ms__f016264.jpg,ok,20,0.372211754322052,0.9049234986305237
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00652080ms__f016302.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00652080ms__f016302.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00652080ms__f016302.jpg,ok,20,0.42854198813438416,0.8917376399040222
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00653600ms__f016340.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00653600ms__f016340.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00653600ms__f016340.jpg,ok,18,0.4540170431137085,0.8848913311958313
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00655120ms__f016378.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00655120ms__f016378.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00655120ms__f016378.jpg,ok,21,0.37054985761642456,0.912307858467102
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00656640ms__f016416.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00656640ms__f016416.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00656640ms__f016416.jpg,ok,19,0.4464772939682007,0.8976674675941467
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00658160ms__f016454.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00658160ms__f016454.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00658160ms__f016454.jpg,ok,19,0.44051697850227356,0.8978825807571411
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00659680ms__f016492.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00659680ms__f016492.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00659680ms__f016492.jpg,ok,19,0.45741596817970276,0.8989816308021545
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00661200ms__f016530.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00661200ms__f016530.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00661200ms__f016530.jpg,ok,19,0.5241001844406128,0.9000046849250793
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00662720ms__f016568.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00662720ms__f016568.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00662720ms__f016568.jpg,ok,19,0.4290686547756195,0.8889444470405579
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00664240ms__f016606.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00664240ms__f016606.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00664240ms__f016606.jpg,ok,19,0.4371480643749237,0.8811322450637817
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00665760ms__f016644.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00665760ms__f016644.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00665760ms__f016644.jpg,ok,19,0.39866021275520325,0.8872925043106079
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00667280ms__f016682.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00667280ms__f016682.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00667280ms__f016682.jpg,ok,20,0.37895023822784424,0.8933966159820557
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00668800ms__f016720.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00668800ms__f016720.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00668800ms__f016720.jpg,ok,19,0.36390024423599243,0.896599292755127
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00670320ms__f016758.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00670320ms__f016758.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00670320ms__f016758.jpg,ok,21,0.363827645778656,0.8967671990394592
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00671840ms__f016796.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00671840ms__f016796.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00671840ms__f016796.jpg,ok,18,0.44676104187965393,0.8982827663421631
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00673360ms__f016834.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00673360ms__f016834.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00673360ms__f016834.jpg,ok,17,0.6099074482917786,0.8924496173858643
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00674880ms__f016872.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00674880ms__f016872.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00674880ms__f016872.jpg,ok,19,0.4154667556285858,0.8859768509864807
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00676400ms__f016910.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00676400ms__f016910.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00676400ms__f016910.jpg,ok,20,0.3732444643974304,0.8877186179161072
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00677920ms__f016948.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00677920ms__f016948.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00677920ms__f016948.jpg,ok,20,0.4705774188041687,0.8863105177879333
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00679440ms__f016986.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00679440ms__f016986.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00679440ms__f016986.jpg,ok,20,0.4159686267375946,0.8881440758705139
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00680960ms__f017024.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00680960ms__f017024.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00680960ms__f017024.jpg,ok,21,0.3970683217048645,0.8872724175453186
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00682480ms__f017062.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00682480ms__f017062.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00682480ms__f017062.jpg,ok,21,0.5347605347633362,0.9013881087303162
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00684000ms__f017100.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00684000ms__f017100.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00684000ms__f017100.jpg,ok,21,0.4426423907279968,0.8896028399467468
datasets\labos_backcam_people\extracted_frames\back_camera__iot_lab_back_cam_1_crowded__t00685520ms__f017138.jpg,datasets\labos_backcam_people\teacher_labels\back_camera__iot_lab_back_cam_1_crowded__t00685520ms__f017138.txt,datasets\labos_backcam_people\teacher_review\back_camera__iot_lab_back_cam_1_crowded__t00685520ms__f017138.jpg,ok,21,0.3771045207977295,0.8885011672973633
